,original,radar,syntax
77,"static int countIterations ( int arr [ ] , int n ) {
  boolean oneFound = false ;
  int res = 0 ;
  for ( int i = 0 ;
  i < n ;
  ) {
    if ( arr [ i ] == 1 ) oneFound = true ;
    while ( i < n && arr [ i ] == 1 ) i ++ ;
    int count_zero = 0 ;
    while ( i < n && arr [ i ] == 0 ) {
      count_zero ++ ;
      i ++ ;
    }
    if ( oneFound == false && i == n ) return - 1 ;
    int curr_count ;
    if ( i < n && oneFound == true ) {
      if ( ( count_zero & 1 ) == 0 ) curr_count = count_zero / 2 ;
      else curr_count = ( count_zero + 1 ) / 2 ;
      count_zero = 0 ;
    }
    else {
      curr_count = count_zero ;
      count_zero = 0 ;
    }
    res = Math . max ( res , curr_count ) ;
  }
  return res ;
}
","static int contIteration ( int arr [ ] , int n ) {
  boolean oneFound = false ;
  int res = 0 ;
  for ( int i = 0 ;
  i < n ;
  ) {
    if ( arr [ i ] == 1 ) oneFound = true ;
    while ( i < n && arr [ i ] == 1 ) i ++ ;
    int count_zero = 0 ;
    while ( i < n && arr [ i ] == 0 ) {
      count_zero ++ ;
      i ++ ;
    }
    if ( oneFound == false && i == n ) return - 1 ;
    int curr_count ;
    if ( i < n && oneFound == true ) {
      if ( ( count_zero & 1 ) == 0 ) curr_count = count_zero / 2 ;
      else curr_count = ( count_zero + 1 ) / 2 ;
      count_zero = 0 ;
    }
    else {
      curr_count = count_zero ;
      count_zero = 0 ;
    }
    res = Math . max ( res , curr_count ) ;
  }
  return res ;
}
","static int countIterations ( int arr [ ] , int n ) {
  boolean oneFound = false ;
  int res = 0 ;
  for ( int i = 0 ;
  i < n ;
  ) {
    if ( arr [ i ] == 1 ) oneFound = true ;
    while ( i < n && arr [ i ] == 1 ) i ++ ;
    int count_zero = 0 ;
    while ( i < n && arr [ i ] == 0 ) {
      count_zero ++ ;
      i ++ ;
    }
    if ( oneFound == false && i == n ) return - 1 ;
    int curr_count ;
    if ( i < n && true == oneFound ) {
      if ( ( count_zero & 1 ) == 0 ) curr_count = count_zero / 2 ;
      else curr_count = ( count_zero + 1 ) / 2 ;
      count_zero = 0 ;
    }
    else {
      curr_count = count_zero ;
      count_zero = 0 ;
    }
    res = Math . max ( res , curr_count ) ;
  }
  return res ;
}"
78,"static int MinStep ( int a [ ] , int n ) {
  int positive = 0 , negative = 0 , zero = 0 ;
  int step = 0 ;
  for ( int i = 0 ;
  i < n ;
  i ++ ) {
    if ( a [ i ] == 0 ) {
      zero ++ ;
    }
    else if ( a [ i ] < 0 ) {
      negative ++ ;
      step = step + ( - 1 - a [ i ] ) ;
    }
    else {
      positive ++ ;
      step = step + ( a [ i ] - 1 ) ;
    }
  }
  if ( negative % 2 == 0 ) {
    step = step + zero ;
  }
  else {
    if ( zero > 0 ) {
      step = step + zero ;
    }
    else {
      step = step + 2 ;
    }
  }
  return step ;
}
","static int minimumSte ( int a [ ] , int n ) {
  int positive = 0 , negative = 0 , zero = 0 ;
  int step = 0 ;
  for ( int i = 0 ;
  i < n ;
  i ++ ) {
    if ( a [ i ] == 0 ) {
      zero ++ ;
    }
    else if ( a [ i ] < 0 ) {
      negative ++ ;
      step = step + ( - 1 - a [ i ] ) ;
    }
    else {
      positive ++ ;
      step = step + ( a [ i ] - 1 ) ;
    }
  }
  if ( negative % 2 == 0 ) {
    step = step + zero ;
  }
  else {
    if ( zero > 0 ) {
      step = step + zero ;
    }
    else {
      step = step + 2 ;
    }
  }
  return step ;
}
","static int MinStep ( int a [ ] , int n ) {
  int positive = 0 , negative = 0 , zero = 0 ;
  int step = 0 ;
  int i = 0 ;
  while ( i < n ) {
    if ( a [ i ] == 0 ) {
      zero ++ ;
    }
    else if ( 0 > a [ i ] ) {
      negative ++ ;
      step = step + ( - 1 - a [ i ] ) ;
    }
    else {
      positive ++ ;
      step = step + ( a [ i ] - 1 ) ;
    }
    i ++ ;
  }
  if ( negative % 2 == 0 ) {
    step = step + zero ;
  }
  else {
    if ( zero > 0 ) {
      step = step + zero ;
    }
    else {
      step = step + 2 ;
    }
  }
  return step ;
}"
79,"static int findSplit ( int [ ] arr , int n ) {
  int i ;
  int preSum = 0 ;
  int ind1 = - 1 , ind2 = - 1 ;
  int S ;
  S = arr [ 0 ] ;
  for ( i = 1 ;
  i < n ;
  i ++ ) S += arr [ i ] ;
  if ( S % 3 != 0 ) return 0 ;
  int S1 = S / 3 ;
  int S2 = 2 * S1 ;
  for ( i = 0 ;
  i < n ;
  i ++ ) {
    preSum += arr [ i ] ;
    if ( preSum % S1 == 0 && ind1 == - 1 ) ind1 = i ;
    else if ( preSum % S2 == 0 ) {
      ind2 = i ;
      break ;
    }
  }
  if ( ind1 != - 1 && ind2 != - 1 ) {
    System . out . print ( ""("" + ind1 + "", "" + ind2 + "")"" ) ;
    return 1 ;
  }
  return 0 ;
}
","static int subarrayFunc ( int [ ] arr , int n ) {
  int i ;
  int preSum = 0 ;
  int ind1 = - 1 , ind2 = - 1 ;
  int S ;
  S = arr [ 0 ] ;
  for ( i = 1 ;
  i < n ;
  i ++ ) S += arr [ i ] ;
  if ( S % 3 != 0 ) return 0 ;
  int S1 = S / 3 ;
  int S2 = 2 * S1 ;
  for ( i = 0 ;
  i < n ;
  i ++ ) {
    preSum += arr [ i ] ;
    if ( preSum % S1 == 0 && ind1 == - 1 ) ind1 = i ;
    else if ( preSum % S2 == 0 ) {
      ind2 = i ;
      break ;
    }
  }
  if ( ind1 != - 1 && ind2 != - 1 ) {
    System . out . print ( ""("" + ind1 + "", "" + ind2 + "")"" ) ;
    return 1 ;
  }
  return 0 ;
}
","static int findSplit ( int [ ] arr , int n ) {
  int i ;
  int preSum = 0 ;
  int ind1 = - 1 , ind2 = - 1 ;
  int S ;
  S = arr [ 0 ] ;
  for ( i = 1 ;
  n > i ;
  i ++ ) S = S + arr [ i ] ;
  if ( S % 3 != 0 ) return 0 ;
  int S1 = S / 3 ;
  int S2 = 2 * S1 ;
  for ( i = 0 ;
  i < n ;
  i ++ ) {
    preSum = preSum + arr [ i ] ;
    if ( preSum % S1 == 0 && ind1 == - 1 ) ind1 = i ;
    else if ( preSum % S2 == 0 ) {
      ind2 = i ;
      break ;
    }
  }
  if ( ind1 != - 1 && ind2 != - 1 ) {
    System . out . print ( ""("" + ind1 + "", "" + ind2 + "")"" ) ;
    return 1 ;
  }
  return 0 ;
}"
80,"public static int mostCommon ( int lower , int higher ) {
  if ( lower == higher ) return lower ;
  else return 2 ;
}
","public static int xandCommon ( int lower , int higher ) {
  if ( lower == higher ) return lower ;
  else return 2 ;
}
","public static int mostCommon ( int lower , int higher ) {
  if ( higher == lower ) return lower ;
  else return 2 ;
}"
81,"static int changeTheArray ( int arr [ ] , int n ) {
  int minEle = Arrays . stream ( arr ) . min ( ) . getAsInt ( ) ;
  int maxEle = Arrays . stream ( arr ) . max ( ) . getAsInt ( ) ;
  int minOperations = Integer . MAX_VALUE ;
  for ( int num = minEle ;
  num <= maxEle ;
  num ++ ) {
    int operations = 0 ;
    for ( int i = 0 ;
    i < n ;
    i ++ ) {
      if ( arr [ i ] != num ) {
        operations += ( Math . abs ( num - arr [ i ] ) - 1 ) ;
      }
    }
    minOperations = Math . min ( minOperations , operations ) ;
  }
  return minOperations ;
}
","static int gksParallelArray ( int arr [ ] , int n ) {
  int minEle = Arrays . stream ( arr ) . min ( ) . getAsInt ( ) ;
  int maxEle = Arrays . stream ( arr ) . max ( ) . getAsInt ( ) ;
  int minOperations = Integer . MAX_VALUE ;
  for ( int num = minEle ;
  num <= maxEle ;
  num ++ ) {
    int operations = 0 ;
    for ( int i = 0 ;
    i < n ;
    i ++ ) {
      if ( arr [ i ] != num ) {
        operations += ( Math . abs ( num - arr [ i ] ) - 1 ) ;
      }
    }
    minOperations = Math . min ( minOperations , operations ) ;
  }
  return minOperations ;
}
","static int changeTheArray ( int arr [ ] , int n ) {
  int minEle = Arrays . stream ( arr ) . min ( ) . getAsInt ( ) ;
  int maxEle = Arrays . stream ( arr ) . max ( ) . getAsInt ( ) ;
  int minOperations = Integer . MAX_VALUE ;
  for ( int num = minEle ;
  maxEle >= num ;
  num ++ ) {
    int operations = 0 ;
    for ( int i = 0 ;
    i < n ;
    i ++ ) {
      if ( arr [ i ] != num ) {
        operations = operations + ( Math . abs ( num - arr [ i ] ) - 1 ) ;
      }
    }
    minOperations = Math . min ( minOperations , operations ) ;
  }
  return minOperations ;
}"
82,"static boolean isPossible ( int n ) {
  int fac [ ] = new int [ 10 ] ;
  fac [ 0 ] = fac [ 1 ] = 1 ;
  for ( int i = 2 ;
  i < 10 ;
  i ++ ) fac [ i ] = fac [ i - 1 ] * i ;
  int sum = 0 ;
  int x = n ;
  while ( x != 0 ) {
    sum += fac [ x % 10 ] ;
    x /= 10 ;
  }
  if ( sum % n == 0 ) return true ;
  return false ;
}
","static boolean isEqual ( int n ) {
  int fac [ ] = new int [ 10 ] ;
  fac [ 0 ] = fac [ 1 ] = 1 ;
  for ( int i = 2 ;
  i < 10 ;
  i ++ ) fac [ i ] = fac [ i - 1 ] * i ;
  int sum = 0 ;
  int x = n ;
  while ( x != 0 ) {
    sum += fac [ x % 10 ] ;
    x /= 10 ;
  }
  if ( sum % n == 0 ) return true ;
  return false ;
}
","static boolean isPossible ( int n ) {
  int fac [ ] = new int [ 10 ] ;
  fac [ 0 ] = fac [ 1 ] = 1 ;
  for ( int i = 2 ;
  i < 10 ;
  i ++ ) fac [ i ] = fac [ i - 1 ] * i ;
  int sum = 0 ;
  int x = n ;
  for ( ;
  x != 0 ;
  ) {
    sum += fac [ x % 10 ] ;
    x /= 10 ;
  }
  if ( 0 == sum % n ) return true ;
  return false ;
}"
83,"static boolean checkFibinnary ( int n ) {
  int prev_last = 0 ;
  while ( n != 0 ) {
    if ( ( n & 1 ) != 0 && prev_last != 0 ) return false ;
    prev_last = n & 1 ;
    n >>= 1 ;
  }
  return true ;
}
","static boolean alternateFibinnary ( int n ) {
  int prev_last = 0 ;
  while ( n != 0 ) {
    if ( ( n & 1 ) != 0 && prev_last != 0 ) return false ;
    prev_last = n & 1 ;
    n >>= 1 ;
  }
  return true ;
}
","static boolean checkFibinnary ( int n ) {
  int prev_last = 0 ;
  for ( ;
  n != 0 ;
  ) {
    if ( 0 != ( n & 1 ) && prev_last != 0 ) return false ;
    prev_last = n & 1 ;
    n >>= 1 ;
  }
  return true ;
}"
84,"static long findMinValue ( long arr [ ] , int n ) {
  Arrays . sort ( arr ) ;
  double val = 0 ;
  for ( int i = 0 ;
  i < n ;
  i ++ ) {
    val += ( double ) ( Math . log ( ( double ) ( arr [ i ] ) ) ) ;
  }
  long left = arr [ 0 ] , right = arr [ n - 1 ] ;
  long ans = 0 ;
  while ( left <= right ) {
    long mid = ( left + right ) / 2 ;
    double temp = ( double ) n * ( double ) ( Math . log ( ( double ) ( mid ) ) ) ;
    if ( val < temp ) {
      ans = mid ;
      right = mid - 1 ;
    }
    else {
      left = mid + 1 ;
    }
  }
  return ans ;
}
","static long findMinPositive ( long arr [ ] , int n ) {
  Arrays . sort ( arr ) ;
  double val = 0 ;
  for ( int i = 0 ;
  i < n ;
  i ++ ) {
    val += ( double ) ( Math . log ( ( double ) ( arr [ i ] ) ) ) ;
  }
  long left = arr [ 0 ] , right = arr [ n - 1 ] ;
  long ans = 0 ;
  while ( left <= right ) {
    long mid = ( left + right ) / 2 ;
    double temp = ( double ) n * ( double ) ( Math . log ( ( double ) ( mid ) ) ) ;
    if ( val < temp ) {
      ans = mid ;
      right = mid - 1 ;
    }
    else {
      left = mid + 1 ;
    }
  }
  return ans ;
}
","static long findMinValue ( long arr [ ] , int n ) {
  Arrays . sort ( arr ) ;
  double val = 0 ;
  for ( int i = 0 ;
  i < n ;
  i ++ ) {
    val += ( double ) ( Math . log ( ( double ) ( arr [ i ] ) ) ) ;
  }
  long left = arr [ 0 ] , right = arr [ n - 1 ] ;
  long ans = 0 ;
  for ( ;
  left <= right ;
  ) {
    long mid = ( left + right ) / 2 ;
    double temp = ( double ) n * ( double ) ( Math . log ( ( double ) ( mid ) ) ) ;
    if ( val >= temp ) {
      left = mid + 1 ;
    }
    else {
      ans = mid ;
      right = mid - 1 ;
    }
  }
  return ans ;
}"
85,"static String largestSubStr ( String s ) {
  while ( s . length ( ) != 0 && s . charAt ( s . length ( ) - 1 ) == '1' ) s = s . substring ( 0 , s . length ( ) - 1 ) ;
  if ( s . length ( ) == 0 ) return ""-1"" ;
  else return s ;
}
","static String laregstLengthLex ( String s ) {
  while ( s . length ( ) != 0 && s . charAt ( s . length ( ) - 1 ) == '1' ) s = s . substring ( 0 , s . length ( ) - 1 ) ;
  if ( s . length ( ) == 0 ) return ""-1"" ;
  else return s ;
}
","static String largestSubStr ( String s ) {
  for ( ;
  s . length ( ) != 0 && s . charAt ( s . length ( ) - 1 ) == '1' ;
  ) {
    s = s . substring ( 0 , s . length ( ) - 1 ) ;
  }
  if ( s . length ( ) == 0 ) return ""-1"" ;
  else return s ;
}"
86,"static boolean isWordPresent ( String sentence , String word ) {
  String [ ] s = sentence . split ( "" "" ) ;
  for ( String temp : s ) {
    if ( temp . compareTo ( word ) == 0 ) {
      return true ;
    }
  }
  return false ;
}
","static boolean possibleWordPesent ( String sentence , String word ) {
  String [ ] s = sentence . split ( "" "" ) ;
  for ( String temp : s ) {
    if ( temp . compareTo ( word ) == 0 ) {
      return true ;
    }
  }
  return false ;
}
","static boolean isWordPresent ( String sentence , String word ) {
  String [ ] s = sentence . split ( "" "" ) ;
  for ( String temp : s ) {
    if ( 0 == temp . compareTo ( word ) ) {
      return true ;
    }
  }
  return false ;
}"
87,"static int numLen ( int K ) {
  if ( K % 2 == 0 || K % 5 == 0 ) {
    return - 1 ;
  }
  int number = 0 ;
  int len = 1 ;
  for ( len = 1 ;
  len <= K ;
  len ++ ) {
    number = number * 10 + 1 ;
    if ( ( number % K == 0 ) ) {
      return len ;
    }
  }
  return - 1 ;
}
","static int nmuLen ( int K ) {
  if ( K % 2 == 0 || K % 5 == 0 ) {
    return - 1 ;
  }
  int number = 0 ;
  int len = 1 ;
  for ( len = 1 ;
  len <= K ;
  len ++ ) {
    number = number * 10 + 1 ;
    if ( ( number % K == 0 ) ) {
      return len ;
    }
  }
  return - 1 ;
}
","static int numLen ( int K ) {
  if ( K % 2 == 0 || K % 5 == 0 ) {
    return - 1 ;
  }
  int number = 0 ;
  int len = 1 ;
  len = 1 ;
  while ( len <= K ) {
    number = number * 10 + 1 ;
    if ( ( number % K == 0 ) ) {
      len ++ ;
      return len ;
    }
    len ++ ;
  }
  return - 1 ;
}"
88,"static boolean isPossible ( int n ) {
  int fac [ ] = new int [ 10 ] ;
  fac [ 0 ] = fac [ 1 ] = 1 ;
  for ( int i = 2 ;
  i < 10 ;
  i ++ ) fac [ i ] = fac [ i - 1 ] * i ;
  int sum = 0 ;
  int x = n ;
  while ( x != 0 ) {
    sum += fac [ x % 10 ] ;
    x /= 10 ;
  }
  if ( sum % n == 0 ) return true ;
  return false ;
}
","static boolean isPossibe ( int n ) {
  int fac [ ] = new int [ 10 ] ;
  fac [ 0 ] = fac [ 1 ] = 1 ;
  for ( int i = 2 ;
  i < 10 ;
  i ++ ) fac [ i ] = fac [ i - 1 ] * i ;
  int sum = 0 ;
  int x = n ;
  while ( x != 0 ) {
    sum += fac [ x % 10 ] ;
    x /= 10 ;
  }
  if ( sum % n == 0 ) return true ;
  return false ;
}
","static boolean isPossible ( int n ) {
  int fac [ ] = new int [ 10 ] ;
  fac [ 0 ] = fac [ 1 ] = 1 ;
  for ( int i = 2 ;
  i < 10 ;
  i ++ ) fac [ i ] = fac [ i - 1 ] * i ;
  int sum = 0 ;
  int x = n ;
  for ( ;
  x != 0 ;
  ) {
    sum += fac [ x % 10 ] ;
    x /= 10 ;
  }
  if ( sum % n == 0 ) return true ;
  return false ;
}"
89,"static int findTwoThreePrime ( int l , int r ) {
  if ( l == 1 ) l ++ ;
  int count = 0 ;
  for ( int i = l ;
  i <= r ;
  i ++ ) {
    int num = i ;
    while ( num % 2 == 0 ) num /= 2 ;
    while ( num % 3 == 0 ) num /= 3 ;
    if ( num == 1 ) count ++ ;
  }
  return count ;
}
","static int findTwoTreePrime ( int l , int r ) {
  if ( l == 1 ) l ++ ;
  int count = 0 ;
  for ( int i = l ;
  i <= r ;
  i ++ ) {
    int num = i ;
    while ( num % 2 == 0 ) num /= 2 ;
    while ( num % 3 == 0 ) num /= 3 ;
    if ( num == 1 ) count ++ ;
  }
  return count ;
}
","static int findTwoThreePrime ( int l , int r ) {
  if ( l == 1 ) l ++ ;
  int count = 0 ;
  for ( int i = l ;
  i <= r ;
  i ++ ) {
    int num = i ;
    for ( ;
    num % 2 == 0 ;
    ) {
      num /= 2 ;
    }
    while ( 0 == num % 3 ) num /= 3 ;
    if ( num == 1 ) count ++ ;
  }
  return count ;
}"
90,"static int lehmann ( int n , int t ) {
  Random rand = new Random ( ) ;
  rand . setSeed ( 1234 ) ;
  int a = rand . nextInt ( n - 3 ) + 2 ;
  float e = ( n - 1 ) / 2 ;
  while ( t > 0 ) {
    int result = ( ( int ) ( Math . pow ( a , e ) ) ) % n ;
    if ( ( result % n ) == 1 || ( result % n ) == ( n - 1 ) ) {
      a = rand . nextInt ( n - 3 ) + 2 ;
      t -= 1 ;
    }
    else return - 1 ;
  }
  return 1 ;
}
","static int totient ( int n , int t ) {
  Random rand = new Random ( ) ;
  rand . setSeed ( 1234 ) ;
  int a = rand . nextInt ( n - 3 ) + 2 ;
  float e = ( n - 1 ) / 2 ;
  while ( t > 0 ) {
    int result = ( ( int ) ( Math . pow ( a , e ) ) ) % n ;
    if ( ( result % n ) == 1 || ( result % n ) == ( n - 1 ) ) {
      a = rand . nextInt ( n - 3 ) + 2 ;
      t -= 1 ;
    }
    else return - 1 ;
  }
  return 1 ;
}
","static int lehmann ( int n , int t ) {
  Random rand = new Random ( ) ;
  rand . setSeed ( 1234 ) ;
  int a = rand . nextInt ( n - 3 ) + 2 ;
  float e = ( n - 1 ) / 2 ;
  for ( ;
  t > 0 ;
  ) {
    int result = ( ( int ) ( Math . pow ( a , e ) ) ) % n ;
    if ( 1 == ( result % n ) || ( result % n ) == ( n - 1 ) ) {
      a = rand . nextInt ( n - 3 ) + 2 ;
      t = t - 1 ;
    }
    else return - 1 ;
  }
  return 1 ;
}"
91,"public static boolean judgeSquareSum ( int n ) {
  for ( int i = 2 ;
  i * i <= n ;
  i ++ ) {
    int count = 0 ;
    if ( n % i == 0 ) {
      while ( n % i == 0 ) {
        count ++ ;
        n /= i ;
      }
      if ( i % 4 == 3 && count % 2 != 0 ) return false ;
    }
  }
  return n % 4 != 3 ;
}
","public static boolean factorsSquareSum ( int n ) {
  for ( int i = 2 ;
  i * i <= n ;
  i ++ ) {
    int count = 0 ;
    if ( n % i == 0 ) {
      while ( n % i == 0 ) {
        count ++ ;
        n /= i ;
      }
      if ( i % 4 == 3 && count % 2 != 0 ) return false ;
    }
  }
  return n % 4 != 3 ;
}
","public static boolean judgeSquareSum ( int n ) {
  for ( int i = 2 ;
  i * i <= n ;
  i ++ ) {
    int count = 0 ;
    if ( n % i == 0 ) {
      for ( ;
      n % i == 0 ;
      ) {
        count ++ ;
        n /= i ;
      }
      if ( i % 4 == 3 && 0 != count % 2 ) return false ;
    }
  }
  return n % 4 != 3 ;
}"
92,"static String findMaxLenEven ( String str ) {
  int n = str . length ( ) ;
  int i = 0 ;
  int currlen = 0 ;
  int maxlen = 0 ;
  int st = - 1 ;
  while ( i < n ) {
    if ( str . charAt ( i ) == ' ' ) {
      if ( currlen % 2 == 0 ) {
        if ( maxlen < currlen ) {
          maxlen = currlen ;
          st = i - currlen ;
        }
      }
      currlen = 0 ;
    }
    else {
      currlen ++ ;
    }
    i ++ ;
  }
  if ( currlen % 2 == 0 ) {
    if ( maxlen < currlen ) {
      maxlen = currlen ;
      st = i - currlen ;
    }
  }
  if ( st == - 1 ) return ""-1"" ;
  return str . substring ( st , st + maxlen ) ;
}
","static String subarrayMaLenPair ( String str ) {
  int n = str . length ( ) ;
  int i = 0 ;
  int currlen = 0 ;
  int maxlen = 0 ;
  int st = - 1 ;
  while ( i < n ) {
    if ( str . charAt ( i ) == ' ' ) {
      if ( currlen % 2 == 0 ) {
        if ( maxlen < currlen ) {
          maxlen = currlen ;
          st = i - currlen ;
        }
      }
      currlen = 0 ;
    }
    else {
      currlen ++ ;
    }
    i ++ ;
  }
  if ( currlen % 2 == 0 ) {
    if ( maxlen < currlen ) {
      maxlen = currlen ;
      st = i - currlen ;
    }
  }
  if ( st == - 1 ) return ""-1"" ;
  return str . substring ( st , st + maxlen ) ;
}
","static String findMaxLenEven ( String str ) {
  int n = str . length ( ) ;
  int i = 0 ;
  int currlen = 0 ;
  int maxlen = 0 ;
  int st = - 1 ;
  for ( ;
  i < n ;
  ) {
    if ( str . charAt ( i ) == ' ' ) {
      if ( 0 == currlen % 2 ) {
        if ( maxlen < currlen ) {
          maxlen = currlen ;
          st = i - currlen ;
        }
      }
      currlen = 0 ;
    }
    else {
      currlen ++ ;
    }
    i ++ ;
  }
  if ( currlen % 2 == 0 ) {
    if ( maxlen < currlen ) {
      maxlen = currlen ;
      st = i - currlen ;
    }
  }
  if ( st == - 1 ) return ""-1"" ;
  return str . substring ( st , st + maxlen ) ;
}"
93,"static int equalize ( int arr [ ] , int n , int k ) {
  int min_ele = Arrays . stream ( arr ) . min ( ) . getAsInt ( ) ;
  boolean flag = true ;
  for ( int i = 0 ;
  i < n ;
  i ++ ) {
    if ( ! ( ( arr [ i ] + k ) >= min_ele + k && min_ele + k >= ( arr [ i ] - k ) ) ) {
      flag = false ;
      break ;
    }
  }
  if ( flag ) {
    return min_ele + k ;
  }
  else return - 1 ;
}
","static int summation ( int arr [ ] , int n , int k ) {
  int min_ele = Arrays . stream ( arr ) . min ( ) . getAsInt ( ) ;
  boolean flag = true ;
  for ( int i = 0 ;
  i < n ;
  i ++ ) {
    if ( ! ( ( arr [ i ] + k ) >= min_ele + k && min_ele + k >= ( arr [ i ] - k ) ) ) {
      flag = false ;
      break ;
    }
  }
  if ( flag ) {
    return min_ele + k ;
  }
  else return - 1 ;
}
","static int equalize ( int arr [ ] , int n , int k ) {
  int min_ele = Arrays . stream ( arr ) . min ( ) . getAsInt ( ) ;
  boolean flag = true ;
  int i = 0 ;
  while ( n > i ) {
    if ( ! ( ( arr [ i ] + k ) >= min_ele + k && min_ele + k >= ( arr [ i ] - k ) ) ) {
      flag = false ;
      i ++ ;
      break ;
    }
    i ++ ;
  }
  if ( flag ) {
    return min_ele + k ;
  }
  else return - 1 ;
}"
94,"def findOccurrences ( str , substr ) :
    counter = 0
    for i in range ( 0 , len ( str ) ) :
        if ( str [ i ] == substr [ 0 ] ) :
            for j in range ( i + 1 , len ( str ) ) :
                if ( str [ j ] == substr [ 1 ] ) :
                    for k in range ( j + 1 , len ( str ) ) :
                        if ( str [ k ] == substr [ 2 ] ) :
                            counter = counter + 1
    return counter
","def findChars ( str , substr ) :
    counter = 0
    for i in range ( 0 , len ( str ) ) :
        if ( str [ i ] == substr [ 0 ] ) :
            for j in range ( i + 1 , len ( str ) ) :
                if ( str [ j ] == substr [ 1 ] ) :
                    for k in range ( j + 1 , len ( str ) ) :
                        if ( str [ k ] == substr [ 2 ] ) :
                            counter = counter + 1
    return counter
","def findOccurrences ( str , substr ) :
    counter = 0
    for i in range ( 0 , len ( str ) ) :
        if ( str [ i ] == substr [ 0 ] ) :
            for j in range ( i + 1 , len ( str ) ) :
                if ( str [ j ] == substr [ 1 ] ) :
                    for k in range ( j + 1 , len ( str ) ) :
                        if ( substr [ 2 ] == str [ k ] ) :
                            counter = counter + 1
    return counter"
95,"def countPairs ( a , n ) :
    mp = dict.fromkeys ( a , 0 )
    for i in range ( n ) :
        mp [ a [ i ] ] += 1
    a.sort ( reverse = True )
    count = 0
    for i in range ( n ) :
        if ( mp [ a [ i ] ] < 1 ) :
            continue
        cur = 1
        while ( cur <= a [ i ] ) :
            cur = cur << 1
        if ( cur - a [ i ] in mp.keys ( ) ) :
            if ( cur - a [ i ] == a [ i ] and mp [ a [ i ] ] == 1 ) :
                continue
            count += 1
            mp [ cur - a [ i ] ] -= 1
            mp [ a [ i ] ] -= 1
    return count
","def cuontPair ( a , n ) :
    mp = dict.fromkeys ( a , 0 )
    for i in range ( n ) :
        mp [ a [ i ] ] += 1
    a.sort ( reverse = True )
    count = 0
    for i in range ( n ) :
        if ( mp [ a [ i ] ] < 1 ) :
            continue
        cur = 1
        while ( cur <= a [ i ] ) :
            cur = cur << 1
        if ( cur - a [ i ] in mp.keys ( ) ) :
            if ( cur - a [ i ] == a [ i ] and mp [ a [ i ] ] == 1 ) :
                continue
            count += 1
            mp [ cur - a [ i ] ] -= 1
            mp [ a [ i ] ] -= 1
    return count
","def countPairs ( a , n ) :
    mp = dict.fromkeys ( a , 0 )
    for i in range ( n ) :
        mp [ a [ i ] ] += 1
    a.sort ( reverse = True )
    count = 0
    for i in range ( n ) :
        if ( mp [ a [ i ] ] < 1 ) :
            continue
        cur = 1
        while ( cur <= a [ i ] ) :
            cur = cur << 1
        if ( cur - a [ i ] in mp.keys ( ) ) :
            if ( cur - a [ i ] == a [ i ] and mp [ a [ i ] ] == 1 ) :
                continue
            count = count + 1
            mp [ cur - a [ i ] ] -= 1
            mp [ a [ i ] ] -= 1
    return count"
96,"def findMin ( arr , n ) :
    m = 0
    for i in range ( n ) :
        m = max ( m , arr [ i ] )
    freq = [ 0 ] * ( m + 2 )
    for i in range ( n ) :
        freq [ arr [ i ] ] += 1
    for i in range ( 1 , m + 2 ) :
        j = i
        cnt = 0
        while ( j <= m ) :
            cnt += freq [ j ]
            j += i
        if ( not cnt ) :
            return i
    return m + 1
","def findMinimum ( arr , n ) :
    m = 0
    for i in range ( n ) :
        m = max ( m , arr [ i ] )
    freq = [ 0 ] * ( m + 2 )
    for i in range ( n ) :
        freq [ arr [ i ] ] += 1
    for i in range ( 1 , m + 2 ) :
        j = i
        cnt = 0
        while ( j <= m ) :
            cnt += freq [ j ]
            j += i
        if ( not cnt ) :
            return i
    return m + 1
","def findMin ( arr , n ) :
    m = 0
    for i in range ( n ) :
        m = max ( m , arr [ i ] )
    freq = [ 0 ] * ( m + 2 )
    for i in range ( n ) :
        freq [ arr [ i ] ] += 1
    for i in range ( 1 , m + 2 ) :
        j = i
        cnt = 0
        while ( m >= j ) :
            cnt += freq [ j ]
            j += i
        if ( not cnt ) :
            return i
    return m + 1"
97,"def XorAscii ( str1 , len1 ) :
    ans = ord ( str1 [ 0 ] )
    for i in range ( 1 , len1 ) :
        ans = ( ans ^ ( ord ( str1 [ i ] ) ) )
    return ans
","def xorAscii ( str1 , len1 ) :
    ans = ord ( str1 [ 0 ] )
    for i in range ( 1 , len1 ) :
        ans = ( ans ^ ( ord ( str1 [ i ] ) ) )
    return ans
","def XorAscii ( str1 , len1 ) :
    ans = ord ( str1 [ 0 ] )
    i = 1
    while i in list ( range ( len1 ) ) :
        ans = ( ans ^ ( ord ( str1 [ i ] ) ) )
        i += 1
    return ans"
